tar_letter,tar_pos,tar_ori,tar_pos_type,block,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_key.keys,instructions_key.rt,instructions_key.started,instructions_key.stopped,instruction_text.started,instruction_text.stopped,fix_key.keys,fix_key.started,fix_key.stopped,fixcross.started,fixcross.stopped,roi.started,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,RedFixCross.started,RedFixCross.stopped,distori,search_resp.keys,search_resp.corr,search_resp.rt,search_resp.started,search_resp.stopped,fixcross_shape.started,fixcross_shape.stopped,correct,feedback_text.started,feedback_text.stopped,break_key.keys,break_key.started,break_key.stopped,break_key.rt,fix_key.rt,text_q1.started,text_q1.stopped,key_resp1.keys,key_resp1.rt,key_resp1.started,key_resp1.stopped,text_q2.started,text_q2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,text_q1_2.started,text_q1_2.stopped,slider.response,slider.rt,slider.started,slider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_q4.started,text_q4.stopped,key_resp1_3.keys,key_resp1_3.rt,key_resp1_3.started,key_resp1_3.stopped,finish_text.started,finish_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,group,age,gender,date,expName,psychopyVersion,frameRate,
1,2,2,0,mix,0,953,953,953,,,,,,,None,4498.820213234742,None,4497.837774761663,None,4498.320638819063,None,1,[0.008634518961116555],[0.5175214379687532],4498.820213234742,None,[2 2 0 2 2 1 1 0],space,0,2.7196684283571813,0.0026311502069802373,None,4498.836863619949,None,1,4501.559533056709,None,None,4502.059081206106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,3,1,2,mix,0,954,954,954,,,,,,,None,4503.09150351532,None,4502.117418297111,None,4502.59195475657,None,1,[0.00902546642737434],[0.517303033355347],4503.09150351532,None,[0 1 3 3 0 1 2 3],space,0,3.423750061010651,0.0026292259371984983,None,4503.108187254536,None,1,4506.530226428818,None,None,4507.029790293085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,4,4,2,mix,0,955,955,955,,,,,,,None,4508.062241145633,None,4507.079811973191,None,4507.562676672014,None,1,[0.008647988849588728],[0.5175596026510902],4508.062241145633,None,[1 0 3 2 2 3 0 1],space,0,2.292829163249735,0.002344754729165288,None,4508.078894417245,None,1,4510.3769137664185,None,None,4510.876483082783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,5,1,2,mix,0,956,956,956,,,,,,,None,4511.9089595922605,None,4510.926508290716,None,4511.409350539726,None,1,[0.008429584235273069],[0.5172757728669239],4511.9089595922605,None,[0 0 3 3 2 0 1 0],space,0,2.061345288308985,0.002672201294444676,None,4511.925566681398,None,1,4513.99047326131,None,None,4514.490040653405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,4,4,1,mix,0,957,957,957,,,,,,,None,4515.522462641907,None,4514.531677648902,None,4515.022897206153,None,1,[0.008591864315349085],[0.518122772256902],4515.522462641907,None,[2 2 3 3 3 3 2 3],space,0,2.303427720175023,0.0018534245264163474,None,4515.539141570448,None,1,4517.845477934078,None,None,4518.34504660902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
1,5,3,2,mix,0,958,958,958,,,,,,,None,4519.3775032343765,None,4518.395073099799,None,4518.877921121619,None,1,[0.008622331919468706],[0.5175458120511394],4519.3775032343765,None,[3 2 3 3 2 3 2 0],space,0,1.680899204101479,0.0026455822289790376,None,4519.394150412467,None,1,4521.07602597251,None,None,4521.575581498275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
0,6,2,2,mix,0,959,959,959,,,,,,,None,4522.5997198263285,None,4521.617234529353,None,4522.100138675705,None,1,[0.008661458737151406],[0.5178296418353057],4522.5997198263285,None,[0 1 1 2 1 2 2 3],space,0,3.0022115175679573,0.0022523897832797957,None,4522.616378870749,None,1,4525.622109987409,None,None,4526.121663588904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4527.628747755821,None,4,32.74535293920508,4527.628747755821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.383825743265,None,2,12.342187643795114,4560.383825743265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.383825743265,None,4572.798130315395,None,8.0,145.80540084783297,4572.798130315395,None,[7.1994658],[-3.0204654],[1],[0],[0],[145.6642447594113],0.0015847323311390937,None,,,,,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5524147525211447,4718.605780955246,None,,,,,,,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720.187753241913,None,1,33.77662456719554,4720.187753241913,None,,,,,,,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4753.975290131768,None,space,11.427613994615967,4753.975290131768,None,23_SN,23,25,F,2022-12-14_15h04.43.222,dynamic target,2022.1.3,120.1279848360174,
